budget,genres,id,keywords,overview,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,title,vote_average,vote_count,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",23479,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}]","an aging , down - on - his - luck ex - minor leaguer coach a team of misfit in an ultra - competitive California little league .",6.889633,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35323292,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Bad News Bears,6.9,97,1,1976,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",11667,"[{""id"": 407, ""name"": ""dictator""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 5362, ""name"": ""liberation of hostage""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 15053, ""name"": ""united nations""}, {""id"": 41645, ""name"": ""based on video game""}]",Col . Guile and various other martial art hero fight against the tyranny of Dictator M. Bison and his cohort .,19.286099,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Capcom"", ""id"": 7220}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",99423521,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Street Fighter,4.1,325,1,1994,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",423,"[{""id"": 30, ""name"": ""individual""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2156, ""name"": ""homeland""}, {""id"": 2428, ""name"": ""deportation""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14743, ""name"": ""pianist""}]",the Pianist be a film adapt from the biography of Wladyslaw Szpilman . a jewish - polish pianist who during the second world war live and hide miraculously in Warsaw after having go through a terrible tragedy . a film from roman Polanski .,50.587541,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Canal+Polska"", ""id"": 250}, {""name"": ""Heritage Films"", ""id"": 260}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Agencja Produkcji Filmowej"", ""id"": 266}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""FilmFernsehFonds Bayern"", ""id"": 268}, {""name"": ""Filmboard Berlin-Brandenburg (FBB)"", ""id"": 269}, {""name"": ""Mainstream S.A."", ""id"": 271}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Telewizja Polska (TVP)"", ""id"": 19150}, {""name"": ""Runteam"", ""id"": 31087}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",120072577,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Pianist,8.0,1864,1,2002,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
40000000,"[{""id"": 27, ""name"": ""Horror""}]",10066,"[{""id"": 579, ""name"": ""american football""}, {""id"": 3612, ""name"": ""traffic jam""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 166701, ""name"": ""ghost town""}]",a group of unwitting teen be strand near a strange wax museum and soon must fight to survive and keep from become the next exhibit .,17.157738,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",68766121,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",House of Wax,5.5,677,1,2005,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2288,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4262, ""name"": ""tea""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 8764, ""name"": ""times square""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 13072, ""name"": ""falling in love""}]","a witty , romantic , and very dangerous love story about chance meeting , instant attraction , and casual betrayal . two couple disintegrate when they begin destructive adulterous affair with each other .",22.636908,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",115505027,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Closer,6.7,811,1,2004,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",88794,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6165, ""name"": ""historical figure""}]","as the face of law enforcement in America for almost 50 year , J. Edgar Hoover be fear and admire , revile and revere . but behind closed door , he hold secret that would have destroy his image , his career and his life .",28.069419,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",84606030,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",J. Edgar,6.0,741,1,2011,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13515,"[{""id"": 222, ""name"": ""schizophrenia""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 14784, ""name"": ""medication""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 46951, ""name"": ""mirror""}, {""id"": 156022, ""name"": ""nypd""}, {""id"": 156075, ""name"": ""evil""}]",an ex - cop and his family be the target of an evil force that be use mirror as a gateway into their home .,19.774543,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Castel Film Romania"", ""id"": 1370}, {""name"": ""ASAF"", ""id"": 3273}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Luna Pictures"", ""id"": 15361}]","[{""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",72436439,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mirrors,6.0,485,1,2008,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",11979,"[{""id"": 2011, ""name"": ""queen""}, {""id"": 2570, ""name"": ""rock star""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3760, ""name"": ""light""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 6027, ""name"": ""music""}, {""id"": 231407, ""name"": ""fang vamp""}]","Lestat de Lioncourt be awaken from his slumber . bore with his existence he have now become this generation new Rock God . while in the course of time , another have arise , Akasha , the Queen of the Vampires and the Dammed . he want 's immortal fame , his fellow vampire want he eternally dead for his betrayal , and the Queen want be he for her King . who will be the first to reach he ? who shall win ?",11.644243,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films LLC"", ""id"": 67988}, {""name"": ""Material"", ""id"": 67989}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",45479110,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Queen of the Damned,5.4,239,1,2002,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",169,"[{""id"": 1297, ""name"": ""predator""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 12670, ""name"": ""los angeles""}]","ten year after a band of mercenary first battle a vicious alien , the invisible creature from another world have return to Earth -- and this time , it be draw to the gang - rule and ravage city of Los Angeles . when it start murder drug dealer , detective - lieutenant Mike Harrigan and his police force set out to capture the creature , ignore warning from a mysterious government agent to stay away .",27.934978,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",57120318,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Predator 2,5.9,730,1,1990,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35000000,"[{""id"": 18, ""name"": ""Drama""}]",8090,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 6614, ""name"": ""website""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 180340, ""name"": ""voyeur""}]","special Agent Jennifer Marsh ( Diane Lane ) work in an elite division of the FBI dedicate to fight cybercrime . she think she have see it all , until a particularly sadistic criminal arise on the internet . this tech - savvy killer post live feed of his crime on his website ; the more hit the site get , the fast the victim die . Marsh and her team must find the elusive killer before time run out .",12.677505,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Cohen/Pearl Productions"", ""id"": 2397}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",32483410,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Untraceable,5.9,238,1,2008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11622,"[{""id"": 1533, ""name"": ""isolation""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2321, ""name"": ""bunker""}]","follow a bomb scare in the 1960 that lock the Webers into their bomb shelter for 35 year , Adam now venture forth into Los Angeles to obtain food and supply for his family , and a non - mutant wife for himself .",8.737058,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Forge"", ""id"": 2980}, {""name"": ""Midnight Sun Pictures"", ""id"": 17887}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40263020,112.0,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Blast from the Past,6.3,245,1,1999,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",3604,"[{""id"": 2280, ""name"": ""emperor""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 6211, ""name"": ""fighter""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10700, ""name"": ""hood""}, {""id"": 14760, ""name"": ""scientist""}]","a football player and his friend travel to the planet Mongo and find themselves fight the tyrant , Ming the Merciless , to save Earth .",12.343507,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Starling Films"", ""id"": 23126}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27107960,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Flash Gordon,6.1,233,1,1980,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9541,"[{""id"": 1873, ""name"": ""yuppie""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 13056, ""name"": ""loss of wife""}]","Ollie Trinke be a young , suave music publicist who seem to have it all , with a new wife and a baby on the way . but life deal he a bum hand when he be suddenly face with single fatherhood , a defunct career and have to move in with his father . to bounce back , it take a new love and the courage instill in he by his daughter .",14.699342,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""View Askew Productions"", ""id"": 16934}, {""name"": ""Close Call Films"", ""id"": 23022}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36098382,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jersey Girl,5.8,325,1,2004,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",94348,[],"after Washington DC detective Alex Cross be tell that a family member have be murder , he vow to track down the killer . he soon discover that she be not his first victim and that thing be not what they seem .",14.513243,"[{""name"": ""Summit Entertainment"", ""id"": 491}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30353232,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Alex Cross,5.1,300,1,2012,10,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8197,"[{""id"": 3392, ""name"": ""voodoo""}]","a visit city reporter 's assignment suddenly revolve around the murder trial of a local millionaire , whom he befriend .",5.525544,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Malpaso Company"", ""id"": 15298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25105255,155.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Midnight in the Garden of Good and Evil,6.3,157,1,1997,11,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8900000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",336004,"[{""id"": 585, ""name"": ""casino""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 10051, ""name"": ""heist""}]","a father be without the mean to pay for his daughter 's medical treatment . as a last resort , he partner with a greedy co - worker to rob a casino . when thing go awry they be force to hijack a city bus .",15.079993,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Silver Plane Films"", ""id"": 67776}, {""name"": ""Mass Hysteria Entertainment"", ""id"": 67777}, {""name"": ""Tri Vision Pictures"", ""id"": 67778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4100000,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Heist,5.6,318,1,2015,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",35019,"[{""id"": 2341, ""name"": ""nanny""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 10103, ""name"": ""children""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]","Nanny McPhee appear at the door of a harried young mother , Mrs. Isabel Green , who be try to run the family farm while her husband be away at war . but once she ’s arrive , Nanny McPhee discover that the child be fight a war of their own against two spoiled city cousin who have just move in . rely on everything from a fly motorcycle and a statue that come to life to a tree - climb piglet and a baby elephant , Nanny use her magic to teach she mischievous charge five new lesson .",23.835055,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Three Strange Angels"", ""id"": 1973}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",93246388,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Nanny McPhee and the Big Bang,6.0,436,1,2010,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8836,"[{""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","six year after the event of the X - Files series finale , former FBI agent Doctor Dana Scully be now a staff physician at our Lady of sorrow , a catholic hospital , and treat a boy name Christian who have Sandhoff disease , a terminal brain condition . FBI agent Drummy arrive to ask Scully ’s help in locate Fox Mulder , the fugitive former head of the X - Files division , and say they will call off its manhunt for he if he will help investigate the disappearance of several woman , include young FBI agent Monica Banan .   Mulder and Scully be call back to duty by the FBI when a former priest claim to be receive psychic vision pertain to a kidnapped agent .",25.454549,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ten Thirteen Productions"", ""id"": 545}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Crying Box Productions"", ""id"": 52145}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",68369434,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The X Files: I Want to Believe,5.5,523,1,2008,7,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",14442,"[{""id"": 603, ""name"": ""elves""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2710, ""name"": ""fairy""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 189111, ""name"": ""ogre""}]","Ella live in a magical world in which each child , at the moment of their birth , be give a virtuous "" gift "" from a fairy godmother . Ella 's so - call gift , however , be obedience . this birthright prove itself to be quite the curse once Ella find herself in the hand of several unscrupulous character whom she quite literally can not disobey . determined to gain control of her life and decision , Ella set off on a journey to find her fairy godmother who she hope will lift the curse . the path , however , be not easy -- Ella must outwit a slew of unpleasant obstacle include ogre , giant , wicked stepsister , elf and Prince Charmont 's evil uncle , who want to take over the crown and rule the kingdom .",22.71592,"[{""name"": ""World 2000 Entertainment"", ""id"": 7692}, {""name"": ""Enchanted Productions"", ""id"": 85437}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",27388767,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ella Enchanted,5.9,437,1,2004,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 18, ""name"": ""Drama""}]",321741,"[{""id"": 579, ""name"": ""american football""}, {""id"": 5565, ""name"": ""biography""}]","a dramatic thriller base on the incredible true David vs. Goliath story of american immigrant Dr. Bennet Omalu , the brilliant forensic neuropathologist who make the first discovery of CTE , a football - relate brain trauma , in a pro player and fight for the truth to be know . Omalu 's emotional quest put he at dangerous odd with one of the most powerful institution in the world .",35.120736,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""The Cantillon Company"", ""id"": 71170}, {""name"": ""The Shuman Company"", ""id"": 71171}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",50363790,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Concussion,7.0,823,1,2015,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",59965,"[{""id"": 591, ""name"": ""cia""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3562, ""name"": ""time bomb""}, {""id"": 4613, ""name"": ""training""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 6614, ""name"": ""website""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13008, ""name"": ""train""}, {""id"": 13130, ""name"": ""teenager""}]",a young man set out to uncover the truth about his life after find his baby photo on a miss person website .,19.893646,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Gotham Group"", ""id"": 3672}, {""name"": ""Tailor Made"", ""id"": 24557}, {""name"": ""Mango Farms"", ""id"": 24558}, {""name"": ""Quick Six Entertainment"", ""id"": 24561}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",82087155,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Abduction,5.6,961,1,2011,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14175,"[{""id"": 10336, ""name"": ""animation""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 209714, ""name"": ""3d""}]","the animate comedy tell the story of a lowly wood pigeon name Valiant , who overcome his small size to become a hero in Great Britain 's Royal Air Force Homing Pigeon Service during World War II . the RHPS advance the allied cause by fly vital message about enemy movement across the English Channel , whilst evade brutal attack by the enemy 's Falcon Brigade .",14.051852,"[{""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Scanbox"", ""id"": 8992}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",19478106,76.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Valiant,5.2,235,1,2005,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
