budget,keywords,overview,revenue,runtime,title,is_english,release_year,release_month,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,fr,es,de,ru,it,ja,zh,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Walt Disney Pictures,Relativity Media
18000000,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2532, ""name"": ""bomber""}, {""id"": 8805, ""name"": ""pianosa""}, {""id"": 14638, ""name"": ""american""}]","a bombardier in World War II try desperately to escape the insanity of the war . however , sometimes insanity be the only sane way to cope with a crazy situation . Catch-22 be a parody of a "" military mentality "" and of a bureaucratic society in general .",24911670,121.0,Catch-22,1,1970,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 41180, ""name"": ""security guard""}, {""id"": 157690, ""name"": ""mall""}]","bi - polar mall security guard Ronnie Barnhardt be call into action to stop a flasher from turn shopper 's paradise into his personal peep show . but when Barnhardt can not bring the culprit to justice , a surly police detective , be recruit to close the case .",24007324,86.0,Observe and Report,1,2009,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 1400, ""name"": ""swordplay""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3389, ""name"": ""warrior woman""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 6333, ""name"": ""wizardry""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 14665, ""name"": ""barbarian""}, {""id"": 234213, ""name"": ""sword and sorcery""}]","base on a character create by Robert E. Howard , this fast - pace , occasionally humorous sequel to Conan the Barbarian feature the hero ( Arnold Schwarzenegger ) as he be commission by the evil queen Taramis ( Sarah Douglas ) to safely escort a teen princess ( Olivia D'Abo ) and her powerful bodyguard ( Wilt Chamberlain ) to a far away castle to retrieve the magic Horn of Dagon . unknown to Conan , the queen plan to sacrifice the princess when she return and inherit her kingdom after the bodyguard kill Conan . the queen 's plan fail to take into consideration Conan 's strength and cunning and the ability of his sidekick : the eccentric wizard Akiro ( Mako ) , the wild woman Zula ( Grace Jones ) , and the inept Malak ( Tracey Walter ) . together the hero and his ally must defeat both mortal and supernatural foe in this voyage to sword - and - sorcery land .",100000000,103.0,Conan the Destroyer,1,1984,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 5573, ""name"": ""broken nose""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 155464, ""name"": ""over-the-hill fighter""}]","when Jake LaMotta step into a boxing ring and obliterate his opponent , he be a prizefighter . but when he treat his family and friend the same way , he be a tick time bomb , ready to go off at any moment . though LaMotta want his family 's love , something always seem to come between they . perhaps it be his violent bout of paranoia and jealousy . this kind of rage help make he a champ , but in real life , he wind up in the ring alone .",23000000,129.0,Raging Bull,1,1980,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 15191, ""name"": ""seminar""}, {""id"": 186779, ""name"": ""motivational speaker""}]","Dr. Burke Ryan be a successful self - help author and motivational speaker with a secret . while he help thousand of people cope with tragedy and personal loss , he secretly be unable to overcome the death of his late wife . it be not until Burke meet a fiercely independent florist name Eloise that he be force to face his past and overcome his demon .",36133014,109.0,Love Happens,1,2009,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18000000,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 2300, ""name"": ""despair""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5303, ""name"": ""utah""}, {""id"": 6511, ""name"": ""alone""}, {""id"": 8122, ""name"": ""canyon""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10984, ""name"": ""true""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 159880, ""name"": ""boulder""}, {""id"": 175428, ""name"": ""adventurer""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 201712, ""name"": ""climber""}, {""id"": 201713, ""name"": ""isolated""}, {""id"": 201715, ""name"": ""hikers""}, {""id"": 212412, ""name"": ""very little dialogue""}]",the true story of mountain climber Aron Ralston 's remarkable adventure to save himself after a fall boulder crash on his arm and trap he in an isolated canyon in Utah .,35692920,94.0,127 Hours,1,2010,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18000000,"[{""id"": 242, ""name"": ""new york""}, {""id"": 271, ""name"": ""competition""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2283, ""name"": ""ball""}, {""id"": 3658, ""name"": ""career""}, {""id"": 4118, ""name"": ""ballet dancer""}, {""id"": 6027, ""name"": ""music""}, {""id"": 8081, ""name"": ""entrance examination""}, {""id"": 10551, ""name"": ""ballet""}, {""id"": 207010, ""name"": ""dance teacher""}]",a group of 12 teenager from various background enroll at the American Ballet Academy in New York to make it as ballet dancer and each one deal with the problem and stress of training and get ahead in the world of dance .,17200925,115.0,Center Stage,1,2000,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17000000,"[{""id"": 4498, ""name"": ""big family""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 18035, ""name"": ""family""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207317, ""name"": ""christmas""}]","when four generation of the Cooper clan come together for their annual Christmas Eve celebration , a series of unexpected visitor and unlikely event turn the night upside down , lead they all toward a surprising rediscovery of family bond and the spirit of the holiday .",24000000,107.0,Love the Coopers,1,2015,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 15363, ""name"": ""bank robbery""}]","Athletic 12 - year - old Maddy ( Kristen Stewart ) share an enthusiasm for mountain climb with her father , Tom ( Sam Robards ) . unfortunately , Tom suffer a spinal injury while scale Mount Everest , and his family be unable to afford the surgery that can save he . Maddy decide to get the money for her father 's operation by rob a high - security bank . she rely on her climbing skill and help from her geeky friend ( Max Thieriot , Corbin Bleu ) to pull it off successfully .",16702864,92.0,Catch That Kid,1,2004,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 157935, ""name"": ""apple computer""}, {""id"": 161160, ""name"": ""steve jobs""}, {""id"": 185722, ""name"": ""based on true events""}]","set backstage at three iconic product launch and end in 1998 with the unveiling of the iMac , Steve Jobs take we behind the scene of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter .",34441873,122.0,Steve Jobs,1,2015,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18000000,"[{""id"": 178867, ""name"": ""lone ranger""}, {""id"": 180234, ""name"": ""wild bill hickok""}, {""id"": 190296, ""name"": ""buffalo bill""}, {""id"": 222787, ""name"": ""the lone ranger""}]","when the young Texas Ranger , John Reid , be the sole survivor of an ambush arrange by the militaristic outlaw leader , Butch Cavendich , he be rescue by an old childhood Comanche friend , Tonto . when he recover from his wound , he dedicate his life to fight the evil that Cavendich represent . to this end , John Reid become the great mask western hero , the Lone Ranger . with the help of Tonto , the pair go to rescue President Grant when Cavendich take he hostage .",2945600,98.0,The Legend of the Lone Ranger,1,1981,8,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000000,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 470, ""name"": ""spy""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 1969, ""name"": ""map""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 8570, ""name"": ""president""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 15058, ""name"": ""swimming""}, {""id"": 33501, ""name"": ""political""}, {""id"": 33624, ""name"": ""band""}]","a british spy be banish to Panama after have an affair with an ambassador 's mistress . once there he make connection with a local tailor with a nefarious past and connection to all of the top political and gangster figure in Panama . the tailor also have a wife , who work for the panamanian president and a huge debt . the mission be to learn what the President intend to do with the Canal .",28008462,109.0,The Tailor of Panama,1,2001,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18000000,"[{""id"": 2380, ""name"": ""audio tape""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 3767, ""name"": ""noises""}, {""id"": 4881, ""name"": ""yell""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6151, ""name"": ""faithlessness""}]","Jack Terry be a master sound recordist who work on grade - b horror movie . late one evening , he be record sound for use in his movie when he hear something unexpected through his sound equipment and record it . curiosity get the well of he when the medium become involve , and he begin to unravel the piece of a nefarious conspiracy . as he struggle to survive against his shadowy enemy and expose the truth , he do not know whom he can trust .",12000000,108.0,Blow Out,1,1981,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,[],"former race car driver Brent Magna ( Hawke ) be pit against the clock . desperately try to save the life of his kidnapped wife , Brent commandeer a custom Ford Shelby GT500 Super Snake , take it and its unwitting owner ( Gomez ) on a high - speed race against time , at the command of the mysterious villain hold his wife hostage .",10501938,90.0,Getaway,1,2013,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}]","in the weekend after thanksgiving 1973 the hood be skid out of control . Benjamin Hood reel from drink to drink , try not to think about his trouble at the office . his wife , Elena , be read self help book and lose patience with her husband 's lie . their son , Paul , home for the holiday , escape to the city to pursue an alluring rich girl from his prep school . young , bud nymphomaniac , Wendy Hood roam the neighborhood , innocently explore liquor cabinet and lingerie drawer of her friend ' parent , look for something new . then an ice storm hit , the bad in a century .",8038061,112.0,The Ice Storm,1,1997,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 2971, ""name"": ""grandfather granddaughter relationship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10910, ""name"": ""wealthy""}, {""id"": 172971, ""name"": ""elderly""}, {""id"": 193049, ""name"": ""estrangement""}]",a self - center realtor enlist the help of his neighbor when he be suddenly leave in charge of the granddaughter he never know exist until his estranged son drop she off at his home .,25312387,94.0,And So It Goes,1,2014,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000000,"[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 2316, ""name"": ""women's sexual identity""}, {""id"": 5628, ""name"": ""broker""}, {""id"": 5916, ""name"": ""gallery owner""}, {""id"": 6373, ""name"": ""sadomasochism""}]","an erotic story about a woman , the assistant of an art gallery , who get involve in an impersonal affair with a man . she barely know about his life , only about the sex game they play , so the relationship begin to get complicated .",6735922,117.0,Nine 1/2 Weeks,1,1986,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 3873, ""name"": ""sorcerer's apprentice""}, {""id"": 4257, ""name"": ""amulet""}, {""id"": 4258, ""name"": ""lottery""}, {""id"": 4260, ""name"": ""brood""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10821, ""name"": ""sorcerer""}, {""id"": 10864, ""name"": ""human sacrifice""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 186189, ""name"": ""hidden identity""}, {""id"": 201554, ""name"": ""crossdressing""}, {""id"": 233023, ""name"": ""landslide""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",the sorcerer and his apprentice Galen be on a mission to kill an evil dragon in order to save the King ’s daughter from be sacrifice in accordance to a pact that the King himself make with the dragon to protect his kingdom . a fantasy film from Disney Studios that exhaust all possible visual effect of the time .,14110013,108.0,Dragonslayer,1,1981,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18000000,"[{""id"": 30, ""name"": ""individual""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 571, ""name"": ""transsexuality""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 774, ""name"": ""film business""}, {""id"": 886, ""name"": ""film making""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 2794, ""name"": ""oddball""}, {""id"": 6562, ""name"": ""celebrity""}, {""id"": 10338, ""name"": ""morphine""}, {""id"": 10732, ""name"": ""movie studio""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 155167, ""name"": ""cult director""}, {""id"": 162687, ""name"": ""theremin""}, {""id"": 173594, ""name"": ""handgun""}, {""id"": 180193, ""name"": ""trick or treating""}, {""id"": 207716, ""name"": ""actor""}, {""id"": 232471, ""name"": ""transvestite""}]","the mostly true story of the legendary "" bad director of all time "" , who , with the help of his strange friend , film countless b - movie without ever become famous or successful .",5887457,127.0,Ed Wood,1,1994,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 12414, ""name"": ""escaped convict""}, {""id"": 199350, ""name"": ""depressed mom""}]","depress single mom Adele and her son Henry offer a wound , fearsome man a ride . as police search town for the escape convict , the mother and son gradually learn his true story as their option become increasingly limited .",20275812,111.0,Labor Day,1,2013,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 4719, ""name"": ""mongolia""}, {""id"": 5146, ""name"": ""genghis khan""}]","the story recount the early life of Genghis Khan , a slave who go on to conquer half the world in the 11th century .",26527510,120.0,Mongol: The Rise of Genghis Khan,0,2007,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18000000,"[{""id"": 212, ""name"": ""london england""}, {""id"": 5606, ""name"": ""gang leader""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 14536, ""name"": ""crime""}]","when a russian mobster set up a real estate scam that generate million of pound , various member of London 's criminal underworld pursue their share of the fortune . various shady character , include Mr One - two , Stella the accountant , and Johnny Quid , a druggie rock - star , try to claim their slice .",25739015,114.0,RockNRolla,1,2008,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
25000000,"[{""id"": 4328, ""name"": ""costume""}, {""id"": 4528, ""name"": ""song""}, {""id"": 5331, ""name"": ""village""}, {""id"": 6044, ""name"": ""promise""}, {""id"": 10551, ""name"": ""ballet""}]","at the age of 11 , Li be pluck from a poor chinese village by Madame Mao 's cultural delegate and take to Beijing to study ballet . in 1979 , during a cultural exchange to Texas , he fall in love with an american woman . two year later , he manage to defect and go on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet .",20719451,117.0,Mao's Last Dancer,1,2009,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18000000,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 170865, ""name"": ""child kidnapping""}, {""id"": 173177, ""name"": ""religious sect""}, {""id"": 226471, ""name"": ""goggles""}]",a father and son go on the run after the dad learn his child possess special power .,6212282,112.0,Midnight Special,1,2016,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18000000,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4399, ""name"": ""victim""}, {""id"": 6683, ""name"": ""autobiography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9682, ""name"": ""history""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 13006, ""name"": ""torture""}]","a victim from World War II 's "" Death Railway "" set out to find those responsible for his torture . a true story .",22309223,116.0,The Railway Man,1,2013,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700000,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 627, ""name"": ""killing""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 830, ""name"": ""car race""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1859, ""name"": ""arizona""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 5484, ""name"": ""reincarnation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8574, ""name"": ""auto-tuning""}, {""id"": 9666, ""name"": ""street race""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 194988, ""name"": ""drag racing""}, {""id"": 197591, ""name"": ""roller skates""}, {""id"": 198141, ""name"": ""strange person""}, {""id"": 216994, ""name"": ""budweiser""}, {""id"": 227860, ""name"": ""turbo intercepter""}]","Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force driver to drag - race so they can ' win ' their vehicle . after Walsh beat the decent teenager Jamie Hankins to death after find he with his girlfriend , a mysterious power create Jake Kesey , an extremely cool motor - biker who have a car which be invincible . Jake befriend Jamie 's girlfriend Keri Johnson , take Jamie 's sweet brother Bill under his wing and manage what Sheriff Loomis could not ; eliminate Packard 's criminal gang the hard way ...",3500000,93.0,The Wraith,1,1986,11,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 5540, ""name"": ""heavy metal""}, {""id"": 11240, ""name"": ""live concert""}]","trip , a young roadie for Metallica , be send on an urgent mission during the band 's show . but what seem like a simple assignment turn into a surreal adventure .",7972967,93.0,Metallica: Through the Never,1,2013,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500000,"[{""id"": 1196, ""name"": ""florida""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10478, ""name"": ""disembodied head""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 18086, ""name"": ""disembowelment""}, {""id"": 41667, ""name"": ""horror movie remade""}, {""id"": 157351, ""name"": ""living dead""}, {""id"": 186565, ""name"": ""zombie apocalypse""}]","the final chapter of George A. Romero 's "" Dead Trilogy "" . in an underground government installation they be search for a cure to overcome this strange transformation into zombie . unfortunately , the zombie from above ground have make their way into the bunker .",34000000,96.0,Day of the Dead,1,1985,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,"[{""id"": 90, ""name"": ""paris""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 2693, ""name"": ""monopoly""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 4399, ""name"": ""victim""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5306, ""name"": ""boss""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8570, ""name"": ""president""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 169816, ""name"": ""researcher""}, {""id"": 188950, ""name"": ""corporation""}]","to find Ilona and unlock the secret of her disappearance , Karas must plunge deep into the parallel world of corporate espionage , organize crime and genetic research - where the truth imprison whoever find it first and miracle can be buy but at a great price .",1831348,105.0,Renaissance,0,2006,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17900000,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 6556, ""name"": ""talisman""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 234213, ""name"": ""sword and sorcery""}]","the tyrant Gedren seek the total power in a world of barbarism . she raid the city Hablac and kill the keeper of a talisman that give she great power . Red Sonja , sister of the keeper , set out with her magic sword to overthrow Gedren .",6948633,89.0,Red Sonja,1,1985,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14000000,"[{""id"": 9853, ""name"": ""paranormal""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 161198, ""name"": ""skepticism""}]","two investigator of paranormal hoax , the veteran Dr. Margaret Matheson and her young assistant , Tom Buckley , study the most varied metaphysical phenomena with the aim of prove their fraudulent origin . Simon Silver , a legendary blind psychic , reappear after an enigmatic absence of 30 year to become the great international challenge to both orthodox science and professional sceptic . Tom start to develop an intense obsession with Silver , whose magnetism become strong with each new manifestation of inexplicable event . as Tom get close to silver , tension mount , and his worldview be threaten to its core .",13551174,119.0,Red Lights,1,2012,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000000,"[{""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6517, ""name"": ""young people""}, {""id"": 162914, ""name"": ""one night""}]","high school good buddy be face separation anxiety as they prepare to go off to college . while attempt to score alcohol for a party with help from a fake id - tote friend , the guy ' evening take a turn into chaotic territory .",121463226,113.0,Superbad,1,2007,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"[{""id"": 15009, ""name"": ""criminal""}]","at long last , Madea return to the big screen in TYLER PERRY 's madea go to JAIL . this time America 's favorite irreverent , pistol - packin ' grandmomma be raise hell behind bar and lobby for her freedom ... Hallelujer !",90508336,103.0,Madea Goes to Jail,1,2009,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 271, ""name"": ""competition""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1974, ""name"": ""breakdance""}, {""id"": 3074, ""name"": ""insurgence""}, {""id"": 3188, ""name"": ""heart-throb""}, {""id"": 4159, ""name"": ""dancing scene""}, {""id"": 4345, ""name"": ""tap dancing""}, {""id"": 6278, ""name"": ""scholarship""}, {""id"": 10551, ""name"": ""ballet""}]","when rebellious street dancer Andie land at the elite Maryland School of the Arts , she find herself fight to fit in while also try to hold onto her old life . when she join force with the school hot dancer , Chase , to form a crew of classmate outcast to compete in Baltimore s underground dance battle the Streets .",150816700,98.0,Step Up 2: The Streets,1,2008,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,"[{""id"": 1994, ""name"": ""wolf""}, {""id"": 3301, ""name"": ""suspicion""}, {""id"": 4174, ""name"": ""little red riding hood""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 11728, ""name"": ""burglary""}]","the recipe of candy of the goody shop have be steal by the Goody Bandit , and many animal be out of business . while the police be chase the criminal , there be a mess at Granny 's house evolve Little Red Hiding Hood , the Wolf , the Woodsman and Granny , disturb the peace in the forest and they be all arrest by the impatient Chief Grizzly .",51053787,80.0,Hoodwinked!,1,2005,12,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
